AntiSpot,SituComp
0.985904,0.305392
0.961374,0.218113
0.992133,0.208256
0.980957,0.216267
0.993846,0.327861
0.964366,0.282795
0.996108,0.377666
0.999797,0.201380
0.960359,0.327950
0.989480,0.379495
0.972649,0.346809
0.984273,0.392332
0.985624,0.304142
0.961981,0.311558
0.961375,0.207034
0.961895,0.361987
0.989542,0.222157
0.977276,0.269190
0.975722,0.357666
0.990006,0.364266
0.961756,0.334000
0.960699,0.348917
0.978164,0.225269
0.996815,0.353777
0.984272,0.372238
0.969260,0.330302
0.964537,0.380368
0.999486,0.393672
0.999530,0.379068
0.971821,0.274026
0.973112,0.322657
0.981808,0.337539
0.983475,0.325573
0.972465,0.299037
0.985084,0.367341
0.975285,0.276568
0.991911,0.348565
0.982420,0.316136
0.985818,0.246659
0.976397,0.387082
0.984833,0.248563
0.991198,0.344805
0.992071,0.262677
0.968137,0.385199
0.971933,0.258349
0.997616,0.293402
0.987605,0.352445
0.975697,0.263181
0.961385,0.290881
0.961142,0.248957
0.960908,0.272598
0.980973,0.231150
0.992233,0.316716
0.969037,0.274412
0.992901,0.272003
0.971909,0.200074
0.998831,0.381025
0.999417,0.235282
0.988788,0.390835
0.974352,0.207763
0.986553,0.223645
0.991925,0.269227
0.986548,0.293471
0.985142,0.295768
0.966084,0.357496
0.984166,0.317072
0.968767,0.260192
0.995019,0.209612
0.993489,0.386637
0.989727,0.256624
0.980190,0.293500
0.965232,0.294256
0.983830,0.348863
0.966332,0.298559
0.985486,0.314115
0.981136,0.220354
0.962781,0.388421
0.995149,0.363378
0.977479,0.354046
0.976537,0.207004
0.998396,0.262359
0.993204,0.214914
0.994064,0.235459
0.993470,0.303686
0.974282,0.363382
0.962115,0.239548
0.983963,0.243007
0.968448,0.362862
0.994953,0.221621
0.983789,0.362726
0.979250,0.251905
0.977398,0.283234
0.969323,0.354442
0.986035,0.255110
0.985232,0.319994
0.962418,0.203189
0.999925,0.300530
0.974101,0.277750
0.999028,0.349623
0.972361,0.314005
0.984064,0.249322
0.984811,0.305607
0.995405,0.387661
0.984068,0.212385
0.982694,0.328517
0.985918,0.269731
0.990694,0.287687
0.981637,0.358680
0.992951,0.247060
0.987765,0.288264
0.964681,0.233104
0.966243,0.303323
0.995416,0.329579
0.983295,0.393324
0.968908,0.396077
0.973616,0.370382
0.994563,0.305633
0.992744,0.299477
0.967999,0.302892
0.987811,0.343335
0.984468,0.355664
0.988757,0.330807
0.991417,0.265640
0.976411,0.209040
0.964685,0.273655
0.978393,0.292567
0.962058,0.265642
0.962006,0.289897
0.987770,0.393635
0.991542,0.235516
0.973378,0.206161
0.963928,0.302333
0.962350,0.303992
0.995574,0.345474
0.978476,0.304070
0.989753,0.332493
0.983586,0.283524
0.970069,0.233352
0.984558,0.329297
0.973528,0.300402
0.997255,0.340710
0.973865,0.258608
0.963693,0.358150
0.973085,0.367486
0.977611,0.386764
0.971172,0.393957
0.991308,0.368922
0.962710,0.252628
0.989353,0.299457
0.986585,0.357898
0.961063,0.205139
0.996421,0.325261
0.993423,0.256981
0.991621,0.223969
0.987782,0.393797
0.980790,0.261350
0.989193,0.210373
0.980009,0.280500
0.991818,0.360791
0.978480,0.294355
0.984428,0.359513
0.987206,0.216411
0.985654,0.243960
0.974488,0.315094
0.989148,0.216532
0.984917,0.324823
0.984084,0.378501
0.966843,0.334821
0.985924,0.243506
0.981332,0.313594
0.974630,0.255304
0.960084,0.215606
0.994952,0.390141
0.975939,0.279770
0.964433,0.283917
0.984411,0.307163
0.987803,0.318615
0.993570,0.377613
0.973747,0.305852
0.992573,0.272975
0.969494,0.230056
0.980706,0.399392
0.991666,0.299158
0.982519,0.379483
0.969989,0.277020
0.972476,0.285179
0.992742,0.322407
0.977539,0.368653
0.967492,0.379351
0.973457,0.245905
0.973219,0.218245
0.980570,0.341669
0.982602,0.396592
0.985067,0.365173
0.974456,0.237628
0.962295,0.319608
0.969787,0.330341
0.984782,0.202227
0.966762,0.352805
0.975118,0.285118
0.999638,0.239057
0.964478,0.243404
0.968224,0.294858
0.995224,0.351697
0.973545,0.208749
0.993296,0.347896
0.984674,0.263504
0.980599,0.268988
0.998863,0.220977
0.963597,0.399404
0.990643,0.361095
0.964339,0.357999
0.978654,0.302020
0.993516,0.331598
0.993559,0.397891
0.961997,0.397630
0.986117,0.310737
0.972892,0.287403
0.991270,0.277201
0.985420,0.281824
0.976839,0.365021
0.976956,0.342732
0.983304,0.216659
0.966972,0.293159
0.980022,0.330325
0.998370,0.399986
0.968003,0.340933
0.968662,0.272643
0.997000,0.395234
0.989473,0.303426
0.989299,0.295549
0.994857,0.236735
0.977397,0.395828
0.995163,0.227551
0.976479,0.210450
0.962578,0.229471
0.972899,0.234771
0.978515,0.257955
0.996471,0.395983
0.992709,0.340724
0.978359,0.240070
0.993398,0.284660
0.992439,0.210732
0.961919,0.348538
0.971915,0.397354
0.991008,0.315070
0.978182,0.273037
0.970662,0.225375
0.966840,0.215252
0.991617,0.356200
0.998616,0.255989
0.993688,0.210170
0.997914,0.308580
0.984250,0.268897
0.988149,0.284663
0.970847,0.391478
0.968723,0.290899
0.970315,0.285475
0.960454,0.303215
0.977650,0.339447
0.964618,0.284923
0.985134,0.314037
0.984728,0.288035
0.973224,0.276488
0.973275,0.393436
0.981907,0.377969
0.963953,0.317548
0.993437,0.355039
0.986923,0.385907
0.978866,0.317092
0.967525,0.242475
0.965780,0.347909
0.984990,0.221904
0.993528,0.272935
0.993969,0.244255
0.988803,0.240756
0.963219,0.373848
0.989522,0.219489
0.991760,0.244671
0.977861,0.343258
0.969264,0.265812
0.979912,0.202577
0.972995,0.385219
0.972692,0.231726
0.991287,0.218699
0.976742,0.240196
0.986065,0.215662
0.983437,0.316649
0.960384,0.338493
0.991586,0.262888
0.986461,0.354620
0.977161,0.371349
0.961915,0.350384
0.976868,0.290226
0.962441,0.399423
0.963312,0.347004
0.966549,0.302150
0.999881,0.216426
0.987826,0.295558
0.963668,0.289279
0.963278,0.378647
0.991821,0.233123
0.971731,0.361583
0.965812,0.375988
0.992083,0.243078
0.992437,0.360553
0.965914,0.200729
0.998009,0.337692
0.967276,0.308374
0.970234,0.387116
0.995157,0.258442
0.969138,0.241848
0.998778,0.215020
0.972685,0.302839
0.966328,0.229947
0.989696,0.280269
0.994995,0.361646
0.997505,0.217855
0.999397,0.246474
0.967530,0.284643
0.976687,0.213970
0.972886,0.286199
0.962498,0.277581
0.963589,0.380458
0.996660,0.231802
0.969488,0.394517
0.966672,0.356350
0.971938,0.238838
0.968438,0.229644
0.987162,0.237181
0.998760,0.243827
0.988936,0.203677
0.963904,0.234709
0.975852,0.347726
0.978809,0.367875
0.984309,0.358827
0.976911,0.238431
0.975952,0.236483
0.974701,0.229880
0.966670,0.320017
0.966174,0.351370
0.984157,0.309391
0.973541,0.336863
0.984027,0.218700
0.982010,0.308527
0.977088,0.270297
0.971743,0.271520
0.963757,0.203572
0.990776,0.248544
0.960939,0.294501
0.963407,0.322694
0.974580,0.204222
0.989642,0.317870
0.991184,0.204264
0.981080,0.262134
0.977339,0.270375
0.988834,0.256998
0.960843,0.323317
0.993012,0.256431
0.975147,0.200061
0.978978,0.310548
0.968663,0.250015
0.985452,0.390121
0.978881,0.291116
0.993602,0.330822
0.964577,0.245795
0.996338,0.393911
0.969552,0.358951
0.962696,0.232463
0.966691,0.323172
0.979381,0.378003
0.997879,0.361931
0.988522,0.378617
0.977486,0.298001
0.986609,0.248933
0.984694,0.306738
0.997182,0.203587
0.981382,0.234530
0.994266,0.374675
0.961019,0.303116
0.981638,0.306698
0.995159,0.381589
0.978076,0.366414
0.970355,0.316273
0.964881,0.347056
0.962786,0.295034
0.993814,0.238220
0.970260,0.377678
0.976347,0.239258
0.987150,0.270238
0.970691,0.386370
0.960394,0.275884
0.999434,0.353978
0.979036,0.202854
0.990622,0.346287
0.966879,0.214767
0.969287,0.206570
0.988433,0.357095
0.985735,0.315530
0.998522,0.362100
0.963243,0.269144
0.984616,0.311867
0.996440,0.312713
0.984790,0.245422
0.975087,0.250232
0.966375,0.391101
0.966452,0.367894
0.988587,0.277215
0.961169,0.222802
0.993563,0.346347
0.967793,0.279080
0.987181,0.290147
0.977406,0.398055
0.977348,0.258010
0.962647,0.390511
0.977698,0.294413
0.972159,0.338727
0.982611,0.353389
0.989446,0.381948
0.994670,0.285742
0.982285,0.287586
0.978620,0.295384
0.984680,0.245589
0.979235,0.302045
0.961936,0.231340
0.978522,0.261001
0.983828,0.237203
0.982881,0.260390
0.988028,0.310217
0.970218,0.206565
0.984923,0.395978
0.970601,0.330741
0.985866,0.309470
0.962879,0.383517
0.998251,0.391533
0.991420,0.292258
0.960588,0.233373
0.964211,0.397753
0.973612,0.249040
0.999139,0.387872
0.983527,0.273403
0.984209,0.294326
0.972239,0.331523
0.967274,0.247298
0.998065,0.249900
0.975659,0.273032
0.983490,0.201588
0.981058,0.322400
0.989911,0.311799
0.993552,0.294344
0.968551,0.265269
0.981366,0.218696
0.992193,0.309956
0.991219,0.273921
0.981332,0.242246
0.993101,0.215587
0.960166,0.385380
0.975222,0.312489
0.967716,0.302413
0.971046,0.248145
0.976466,0.283978
0.990098,0.363667
0.987503,0.211537
0.996695,0.304274
0.973688,0.267966
0.960238,0.380194
0.960028,0.313735
0.966924,0.300446
0.981502,0.277889
0.998304,0.279347
0.970394,0.274103
0.963528,0.399582
0.978381,0.383539
0.961338,0.298031
0.962346,0.278243
0.997423,0.348167
0.987160,0.300932
0.993802,0.229228
0.997395,0.236891
0.963571,0.292752
0.964046,0.246955
0.983662,0.267767
0.977276,0.227477
0.989942,0.265216
0.978646,0.335399
0.984452,0.336428
0.993061,0.236663
0.987113,0.310994
0.975160,0.354052
0.995649,0.379739
0.985308,0.280895
0.968103,0.397457
0.976396,0.355174
0.970205,0.244505
0.969902,0.361573
0.984946,0.266909
0.971706,0.366062
0.992887,0.225155
0.980680,0.302851
0.991837,0.391300
0.997039,0.237735
0.996399,0.234605
0.978741,0.394559
0.986944,0.384206
0.987401,0.354777
0.978625,0.335028
0.978972,0.370934
0.972723,0.384655
0.962524,0.249496
0.990891,0.353648
0.971236,0.221053
0.963435,0.263309
0.968502,0.301287
0.960214,0.300563
0.971732,0.273699
0.967062,0.209564
0.963969,0.319937
0.968927,0.389346
0.980810,0.265900
0.998971,0.371604
0.984020,0.378219
0.966106,0.299462
0.968011,0.372976
0.988414,0.332837
0.961717,0.320608
0.974009,0.298207
0.989540,0.217668
0.998391,0.398324
0.976359,0.245540
0.996958,0.371213
0.993730,0.275364
0.988379,0.391469
0.983871,0.340094
0.981716,0.200289
0.998050,0.230893
0.978061,0.354568
0.986128,0.233924
0.963348,0.205009
0.989666,0.365158
0.977171,0.302839
0.981774,0.202257
0.977919,0.264560
0.971562,0.326238
0.983701,0.222171
0.997945,0.300610
0.999175,0.368470
0.981706,0.268259
0.964942,0.313823
0.969854,0.351659
0.974695,0.278975
0.986764,0.310891
0.986363,0.234322
0.964763,0.341812
0.986688,0.262193
0.980424,0.340883
0.996229,0.291366
0.983604,0.335035
0.983952,0.275610
0.986806,0.362284
0.988956,0.283625
0.995527,0.218380
0.979913,0.378903
0.968526,0.299259
0.983404,0.224563
0.970073,0.278594
0.964308,0.311114
0.972221,0.215916
0.990686,0.237600
0.997024,0.253912
0.994767,0.269030
0.995377,0.370680
0.998090,0.392998
0.965098,0.296311
0.975750,0.397775
0.981027,0.330601
0.963079,0.286041
0.990574,0.346677
0.974598,0.268483
0.979392,0.351120
0.962720,0.320663
0.965761,0.372745
0.992072,0.328086
0.999588,0.258642
0.977141,0.300913
0.977687,0.213616
0.976342,0.392977
0.998396,0.219219
0.981811,0.281307
0.991656,0.219315
0.964102,0.358506
0.971532,0.203843
0.982896,0.367156
0.970148,0.364198
0.979600,0.235025
0.979135,0.384259
0.977077,0.322625
0.965932,0.321275
0.994973,0.235528
0.977083,0.235929
0.967707,0.355953
0.961505,0.375287
0.989363,0.328353
0.994760,0.203189
0.971882,0.203885
0.992011,0.242503
0.975775,0.200257
0.967153,0.391061
0.996604,0.339322
0.983233,0.205234
0.974099,0.359230
0.967076,0.344223
0.963178,0.368294
0.960439,0.323238
0.996906,0.238139
0.980801,0.308003
0.978066,0.253670
0.987899,0.252790
0.984379,0.356434
0.975920,0.306187
0.995099,0.306165
0.971386,0.276382
0.985124,0.329236
0.982393,0.218605
0.991476,0.201147
0.982129,0.307290
0.961707,0.355192
0.995262,0.352560
0.970645,0.225702
0.965469,0.398951
0.962979,0.385653
0.974834,0.203961
0.985494,0.340107
0.989608,0.242808
0.975448,0.272172
0.989988,0.318819
0.960496,0.355629
0.977993,0.280389
0.966137,0.243983
0.986019,0.219413
0.961119,0.332461
0.962301,0.384019
0.980727,0.229055
0.987996,0.328066
0.982285,0.219132
0.983773,0.272133
0.970504,0.308753
0.999914,0.320011
0.974176,0.340620
0.997634,0.288138
0.975828,0.329879
0.967462,0.269784
0.995437,0.366481
0.976116,0.385819
0.987301,0.389783
0.979695,0.328065
0.993617,0.363070
0.991216,0.292426
0.961459,0.268829
0.965805,0.314380
0.977817,0.359386
0.960106,0.264746
0.983534,0.237570
0.966553,0.239280
0.972182,0.399247
0.999354,0.220546
0.964404,0.385956
0.979322,0.337170
0.991299,0.351957
0.997149,0.275071
0.990343,0.379199
0.967755,0.359407
0.992765,0.261654
0.968357,0.258790
0.980369,0.345491
0.990139,0.342983
0.963953,0.333854
0.960176,0.279756
0.969458,0.300520
0.984039,0.307407
0.972776,0.321621
0.960272,0.344865
0.967540,0.210121
0.970735,0.359111
0.992740,0.273658
0.961874,0.358673
0.993811,0.375783
0.981792,0.328910
0.997509,0.358069
0.968828,0.254679
0.991372,0.382919
0.968853,0.219749
0.971448,0.393594
0.964220,0.269900
0.998112,0.232402
0.969423,0.334335
0.977322,0.350336
0.995483,0.233760
0.966254,0.292229
0.994866,0.236812
0.994647,0.259559
0.993379,0.273801
0.996004,0.332614
0.970047,0.270437
0.987248,0.395998
0.995042,0.308566
0.979117,0.300863
0.981842,0.308212
0.984325,0.298201
0.982250,0.249867
0.989171,0.269089
0.992621,0.386723
0.960038,0.382951
0.995099,0.207724
0.999004,0.233926
0.998383,0.201230
0.980486,0.293299
0.998948,0.360360
0.977303,0.370977
0.966256,0.295214
0.974937,0.274832
0.973879,0.235982
0.983377,0.317733
0.966859,0.279812
0.967232,0.306848
0.998873,0.205565
0.985983,0.309412
0.973651,0.218533
0.962964,0.341067
0.994734,0.317940
0.965271,0.386777
0.963763,0.393619
0.977324,0.253725
0.966672,0.386639
0.974612,0.234660
0.979540,0.253620
0.975991,0.240710
0.985819,0.397977
0.972410,0.297765
0.991150,0.371639
0.997933,0.297651
0.963593,0.226187
0.989380,0.236594
0.993848,0.332129
0.985772,0.364417
0.993383,0.205993
0.976753,0.327785
0.995847,0.347388
0.961477,0.222963
0.976909,0.369718
0.973859,0.350462
0.994025,0.297835
0.987099,0.368581
0.979551,0.236949
0.992512,0.289022
0.960566,0.355205
0.961193,0.370263
0.981967,0.300602
0.991397,0.230231
0.989778,0.298995
0.976393,0.275416
0.972044,0.340941
0.986239,0.340805
0.983992,0.380729
0.975589,0.276894
0.974159,0.373694
0.995866,0.275505
0.976880,0.329523
0.988779,0.393423
0.987121,0.358895
0.981172,0.274035
0.983428,0.362867
0.960788,0.388054
0.985153,0.300226
0.990714,0.304371
0.998399,0.207507
0.998282,0.210847
0.994454,0.366846
0.973768,0.226459
0.992275,0.275178
0.985696,0.309823
0.962288,0.391661
0.973298,0.296719
0.971239,0.350624
0.972712,0.272752
0.965177,0.271564
0.975144,0.290887
0.983463,0.280431
0.999386,0.359343
0.985120,0.365913
0.982073,0.393901
0.987882,0.368786
0.971156,0.368103
0.983999,0.329013
0.977061,0.292054
0.964449,0.348132
0.978900,0.215382
0.983621,0.317456
0.996162,0.395343
0.986057,0.397843
0.963254,0.287558
0.992278,0.224205
0.964714,0.374003
0.987648,0.204264
0.974142,0.264514
0.969513,0.250052
0.988363,0.333994
0.971772,0.238639
0.973734,0.241104
0.966371,0.286386
0.979491,0.320651
0.968705,0.399178
0.989778,0.253611
0.984759,0.353567
0.979950,0.293282
0.991558,0.352605
0.991538,0.221684
0.998405,0.378189
0.995225,0.264256
0.981713,0.299635
0.960224,0.342442
0.962089,0.362165
0.984219,0.275707
0.982506,0.395812
0.993638,0.280556
0.978149,0.365103
0.968628,0.388452
0.971460,0.331123
0.972656,0.220317
0.968649,0.221123
0.967822,0.285866
0.987654,0.229849
0.991466,0.390650
0.983354,0.349377
0.976163,0.325980
0.978234,0.317352
0.963764,0.222273
0.964117,0.331962
0.995820,0.217351
0.984555,0.343240
0.991272,0.246092
0.969023,0.355572
0.979877,0.280934
0.963780,0.394893
0.999814,0.271404
0.982684,0.296807
0.995274,0.214948
0.982365,0.217570
0.961711,0.242642
0.977345,0.291892
0.996427,0.370310
0.960876,0.289435
0.976438,0.290799
0.968518,0.209131
0.967054,0.350184
0.977935,0.339905
0.967317,0.217817
0.978957,0.377976
0.993312,0.206378
0.970922,0.289990
0.989159,0.372784
0.977640,0.294052
0.984405,0.270136
0.983764,0.308644
0.976129,0.374719
0.989195,0.219195
0.998901,0.380971
0.961593,0.374001
0.971792,0.394519
0.992125,0.397491
0.968176,0.255614
0.990243,0.329459
0.988680,0.382414
0.965696,0.385707
0.967671,0.342991
0.983388,0.215708
0.996892,0.329958
0.991499,0.263552
0.971679,0.370123
0.974274,0.278732
0.968261,0.297582
0.966769,0.230520
0.976662,0.259960
0.964750,0.375204
0.993111,0.387567
0.970421,0.251770
0.987716,0.367043
0.997339,0.339676
0.975575,0.329533
0.968757,0.221089
0.989577,0.202944
0.973446,0.232056
0.966250,0.396840
0.964158,0.377711
0.991157,0.303499
0.968210,0.256120
0.981961,0.292865
0.990988,0.329500
0.975803,0.226766
0.981379,0.286186
0.971087,0.255923
0.976365,0.265954
0.965703,0.293632
0.961386,0.227926
0.979865,0.349918
0.983067,0.322827
0.998800,0.258501
0.974194,0.294002
0.997391,0.392471
0.985777,0.232749
0.970161,0.232073
0.974804,0.267553
0.988325,0.316469
0.985859,0.361899
0.964828,0.360011
0.999533,0.278162
0.979246,0.236059
0.988028,0.362067
0.987714,0.277482
0.993139,0.383043
0.970380,0.398025
0.980329,0.303170
0.987145,0.368952
0.960548,0.349547
0.977152,0.378121
0.966524,0.275547
0.967983,0.259845
0.978136,0.214014
0.965950,0.295250
0.977302,0.218309
0.961709,0.344632
0.994802,0.353635
0.975210,0.202057
0.983244,0.347444
0.988808,0.211373
0.983901,0.292828
0.985122,0.253628
0.993383,0.397490
0.962349,0.233976
0.978288,0.209257
0.979959,0.237967
0.961052,0.289600
0.987469,0.334347
0.969802,0.219141
0.998190,0.299557
0.967401,0.333326
0.967347,0.312156
0.988048,0.294493
0.987514,0.228055
0.993614,0.339889
0.975049,0.281616
0.967949,0.262801
0.995123,0.350231
0.980429,0.272523
0.990825,0.261398
0.987603,0.399845
0.964320,0.334818
0.989956,0.204262
0.981942,0.261958
0.994451,0.253819
0.962099,0.389682
0.965102,0.302396
0.973887,0.206018
0.993734,0.227299
0.973342,0.247980
0.969336,0.366190
0.968101,0.203470
0.991690,0.274974
0.980831,0.218566
0.976795,0.252837
0.972427,0.329065
0.989258,0.237035
0.979370,0.297396
0.996810,0.249080
0.960279,0.351906
0.993105,0.304549
0.963818,0.251512
0.977043,0.323269
0.962968,0.390768
0.960844,0.368200
0.986023,0.342545
0.973663,0.384608
0.992941,0.248920
0.982411,0.206212
0.974401,0.324887
0.992292,0.221039
0.995272,0.398076
0.999463,0.227414
0.982224,0.320906
0.985869,0.237923
0.978326,0.282381
0.997823,0.364086
0.992990,0.396692
0.991413,0.339357
0.993069,0.307425
0.990164,0.328795
0.982592,0.233003
0.974786,0.311781
0.999050,0.281540
0.988806,0.395741
0.987855,0.351004
0.961799,0.224858
0.988714,0.335543
0.968459,0.229061
0.972948,0.231379
0.992637,0.290251
0.998006,0.381968
0.998414,0.300692
0.967535,0.317679
0.968974,0.227685
0.965750,0.399153
0.979948,0.284102
0.980444,0.358902
0.990504,0.250283
0.985435,0.308776
0.960062,0.395739
0.984669,0.285102
0.975568,0.305080
0.986628,0.230496
0.964259,0.358646
0.964868,0.301416
0.999418,0.241199
0.983235,0.256309
0.967730,0.384883
0.966985,0.328487
0.992479,0.327104
0.969771,0.248515
0.977513,0.304124
0.997968,0.326218
0.989174,0.361743
0.965455,0.244243
0.983578,0.290142
0.971707,0.203396
0.970901,0.248632
0.969710,0.239206
0.993611,0.214084
0.984366,0.369169
0.981728,0.396594
0.981993,0.251928
0.998705,0.257869
0.988786,0.345866
0.962537,0.330000
0.981089,0.268183
0.962563,0.305110
0.981161,0.397358
0.979646,0.347747
0.988919,0.257189
0.995619,0.207618
0.972661,0.292155
0.969232,0.352183
0.988826,0.324216
0.972956,0.203298
0.961565,0.218214
0.985191,0.360092
0.994484,0.384940
0.977668,0.254982
0.962044,0.366280
0.963613,0.248805
0.976236,0.303167
0.973296,0.341189
0.983390,0.219381
0.981162,0.370803
0.990266,0.263184
0.988256,0.254205
0.967931,0.302040
0.979029,0.391433
0.966132,0.249275
0.987780,0.316299
0.996132,0.257267
0.971817,0.306014
0.997106,0.342613
0.995604,0.343640
0.996312,0.330627
0.989562,0.337328
0.975474,0.259669
0.997363,0.208218
0.992306,0.298148
0.963951,0.222614
0.971446,0.398026
0.969425,0.291393
0.975529,0.354276
0.998071,0.267636
0.988005,0.234979
0.995107,0.329069
0.990231,0.287442
0.991228,0.341300
0.982766,0.314875
0.960186,0.238369
0.980235,0.318534
0.963399,0.312627
0.991000,0.366022
0.968134,0.354774
0.967119,0.237211
0.973060,0.228566
0.970258,0.352268
0.992418,0.398562
0.999910,0.371677
0.976470,0.282144
0.988285,0.355683
0.983986,0.280225
0.995028,0.397142
0.963604,0.281484
0.993793,0.216162
0.991260,0.387511
0.963425,0.327271
0.963654,0.338829
0.993451,0.322886
0.964999,0.295020
0.981430,0.342424
0.971244,0.345908
0.992313,0.363255
0.968510,0.261062
0.986674,0.362910
0.967078,0.237812
0.985989,0.312658
0.971505,0.205743
0.975751,0.352281
0.963275,0.319336
0.972805,0.318139
0.982690,0.311480
0.970274,0.274330
0.964289,0.260642
0.969759,0.238080
0.973587,0.281929
0.995645,0.381251
0.978683,0.316369
0.998428,0.349610
0.979251,0.317030
0.996110,0.355022
0.977292,0.250138
0.992943,0.209586
0.969227,0.336016
0.990667,0.236043
0.992840,0.369063
0.976021,0.242305
0.998795,0.279294
0.962507,0.237154
0.998325,0.339838
0.962030,0.233428
0.993199,0.356354
0.993083,0.326977
0.989001,0.278678
0.989811,0.206822
0.996319,0.284507
0.989449,0.231966
0.975491,0.392270
0.970844,0.320933
0.968096,0.352895
0.981432,0.354017
0.962501,0.345779
0.999377,0.367633
0.993523,0.256309
0.998034,0.332023
0.983680,0.273422
0.963589,0.292402
0.998169,0.209557
0.993185,0.365674
0.991355,0.222959
0.979400,0.204941
0.993999,0.319216
0.994831,0.233807
0.977510,0.202714
0.988970,0.328377
0.993743,0.269688
0.979326,0.236136
0.965001,0.300720
0.971172,0.308537
0.998268,0.376054
0.962506,0.345617
0.969893,0.239274
0.975823,0.287448
0.978152,0.269161
0.995113,0.272207
0.987292,0.398505
0.974963,0.316236
0.967181,0.345026
0.962563,0.202497
0.966332,0.386710
0.962094,0.267262
0.967057,0.294631
0.983159,0.226066
0.993017,0.348743
0.997450,0.307942
0.975960,0.357232
0.976901,0.271586
0.967819,0.297842
0.987431,0.228292
0.962423,0.276207
0.969077,0.365171
0.964283,0.203496
0.976775,0.314434
0.968789,0.328724
0.968539,0.283729
0.979284,0.214135
0.990695,0.241729
0.975391,0.350462
0.971224,0.276257
0.976750,0.211216
0.984844,0.335221
0.966769,0.258485
0.998642,0.288752
0.967104,0.257850
0.993154,0.326430
0.992982,0.355875
0.981348,0.249837
0.991670,0.201937
0.994755,0.297345
0.965699,0.265798
0.992354,0.215295
0.968389,0.229656
0.961612,0.308809
0.964437,0.263729
0.996804,0.353005
0.974245,0.246016
0.986098,0.344541
0.989100,0.255254
0.985411,0.290342
0.960678,0.396025
0.974159,0.274924
0.963971,0.207949
0.962102,0.366440
0.997184,0.343180
0.983592,0.386484
0.979328,0.293471
0.999654,0.375755
0.987459,0.353684
0.995024,0.213042
0.973361,0.382694
0.979931,0.294154
0.992691,0.296559
0.992228,0.247722
0.969425,0.249702
0.965640,0.223423
0.993530,0.208116
0.983958,0.324621
0.991047,0.373437
0.960030,0.328065
0.981818,0.372035
0.961979,0.362886
0.979448,0.347081
0.969488,0.322967
0.977264,0.283687
0.977291,0.339231
0.966660,0.376751
0.973419,0.265884
0.979191,0.255149
0.995856,0.233471
0.998100,0.257487
0.973085,0.210552
0.973024,0.253814
0.980980,0.259305
0.985260,0.368589
0.994047,0.315665
0.987611,0.385873
0.989499,0.218999
0.985645,0.230538
0.999793,0.313684
0.979925,0.315408
0.977465,0.276013
0.984611,0.365189
0.990481,0.379069
0.990887,0.265686
0.967935,0.227580
0.994374,0.238522
0.983163,0.334661
0.962985,0.318402
0.985100,0.214319
0.980594,0.391606
0.994440,0.335049
0.961721,0.305881
0.990760,0.303326
0.978134,0.286357
0.980344,0.342269
0.978710,0.314122
0.997046,0.269457
0.980811,0.265505
0.971975,0.325954
0.998816,0.327695
0.972532,0.322438
0.989478,0.244074
0.984519,0.338810
0.996945,0.336186
0.982262,0.209440
0.984181,0.206024
0.997972,0.351206
0.971324,0.346627
0.982239,0.268406
0.980460,0.270106
0.997337,0.215799
0.995425,0.278509
0.986833,0.232822
0.961424,0.209698
0.968717,0.370153
0.975191,0.344734
0.984050,0.352989
0.996785,0.203315
0.979668,0.274046
0.988074,0.327116
0.961642,0.234539
0.974846,0.254436
0.976946,0.240666
0.994516,0.256366
0.984269,0.345823
0.995284,0.279741
0.988163,0.355760
0.968963,0.390167
0.964764,0.230423
0.966437,0.384419
0.989915,0.201516
0.976844,0.379908
0.983601,0.236393
0.998329,0.213960
0.999214,0.294637
0.999907,0.387123
0.968860,0.375367
0.996519,0.274187
0.965006,0.368168
0.972174,0.286138
0.968456,0.388610
0.983096,0.203191
0.977775,0.323529
0.980655,0.337580
0.991738,0.348797
0.987249,0.351386
0.990565,0.356955
0.988125,0.210693
0.992945,0.306973
0.998682,0.366374
0.969919,0.257238
0.961933,0.306507
0.995237,0.211684
0.999958,0.252909
0.977103,0.261419
0.990101,0.237419
0.992781,0.339682
0.995909,0.334326
0.996117,0.238928
0.964093,0.364496
0.961401,0.227791
0.988958,0.361141
0.975516,0.256620
0.985294,0.301756
0.968982,0.268580
0.971193,0.330394
0.985876,0.341356
0.972191,0.382147
0.972930,0.232955
0.973085,0.391464
0.989010,0.217604
0.982111,0.223864
0.992154,0.341336
0.982762,0.266451
0.973689,0.236427
0.962402,0.317020
0.990260,0.341461
0.980455,0.384462
0.987839,0.223575
0.979149,0.351769
0.987758,0.248133
0.966843,0.380869
0.991918,0.241216
0.979275,0.329584
0.994498,0.238861
0.964786,0.238706
0.981815,0.311968
0.984733,0.307617
0.974657,0.376205
0.974234,0.329697
0.993621,0.258019
0.970944,0.222313
0.993967,0.382685
0.989993,0.259128
0.982968,0.347020
0.988389,0.368421
0.960092,0.345573
0.974742,0.292289
0.968872,0.348738
0.974987,0.366419
0.997088,0.211892
0.964914,0.383172
0.980531,0.291416
0.989225,0.390210
0.976896,0.263753
0.995912,0.390153
0.990541,0.253161
0.988463,0.314590
0.984939,0.292532
0.971326,0.342188
0.978482,0.302338
0.970161,0.327373
0.998517,0.208404
0.972252,0.366154
0.970014,0.380205
0.993781,0.261950
0.994271,0.284280
0.962258,0.244300
0.973333,0.220569
0.960200,0.340993
0.969813,0.214710
